Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue_USD,Vehicle_Age,Price_Range,Mileage_Range
3 Series,2024,Europe,Grey,Hybrid,Automatic,1.9,34603,58186,8518,High,495628348,0,Mid-Range,Low
M3,2010,Asia,White,Electric,Manual,2.4,171492,33139,2490,Low,82516110,14,Mid-Range,Very High
7 Series,2024,South America,White,Petrol,Manual,3.0,91913,103696,7772,High,805925312,0,Luxury,Medium
3 Series,2015,South America,Grey,Petrol,Manual,3.8,6626,85380,242,Low,20661960,9,Premium,Low
5 Series,2022,Middle East,Red,Petrol,Automatic,2.5,190343,79942,5473,Low,437522566,2,Premium,Very High
X3,2022,Middle East,Black,Diesel,Manual,4.8,67127,33810,3503,Low,118436430,2,Mid-Range,Medium
7 Series,2012,South America,Grey,Petrol,Manual,2.3,38288,108834,3626,Low,394632084,12,Luxury,Low
X1,2022,South America,Black,Diesel,Manual,4.2,24394,39594,2115,Low,83741310,2,Mid-Range,Low
I3,2012,Africa,Silver,Petrol,Automatic,2.8,46808,88174,8021,High,707243654,12,Premium,Low
I3,2024,North America,White,Electric,Automatic,4.4,27887,75956,3180,Low,241540080,0,Premium,Low
X6,2014,Asia,Grey,Hybrid,Automatic,4.7,144692,71797,7402,High,531441394,10,Premium,High
M5,2023,Middle East,Black,Electric,Manual,2.2,102666,48591,162,Low,7871742,1,Mid-Range,High
X3,2012,Europe,Red,Diesel,Manual,3.2,144340,40170,5869,Low,235757730,12,Mid-Range,High
X6,2021,Africa,Black,Diesel,Automatic,2.0,21401,53237,5365,Low,285616505,3,Mid-Range,Low
M5,2013,North America,White,Diesel,Manual,4.0,311,82265,4799,Low,394789735,11,Premium,Low
X6,2022,North America,Grey,Hybrid,Manual,4.4,185439,56938,2487,Low,141604806,2,Mid-Range,Very High
7 Series,2022,Asia,Red,Petrol,Automatic,2.9,165489,108216,783,Low,84733128,2,Luxury,Very High
7 Series,2024,Africa,Black,Diesel,Manual,2.9,28920,31600,3161,Low,99887600,0,Mid-Range,Low
M3,2012,Europe,Red,Diesel,Manual,2.2,44383,73540,7666,High,563757640,12,Premium,Low
3 Series,2016,Middle East,Black,Diesel,Manual,2.6,97781,119109,384,Low,45737856,8,Luxury,Medium
X5,2012,Asia,Red,Diesel,Manual,2.6,45257,81671,2609,Low,213079639,12,Premium,Low
M3,2023,South America,Red,Electric,Automatic,2.0,90578,87082,2818,Low,245397076,1,Premium,Medium
M3,2019,North America,Blue,Electric,Manual,2.6,7941,88964,9159,High,814821276,5,Premium,Low
X1,2013,South America,Silver,Diesel,Automatic,4.7,64712,104713,1939,Low,203038507,11,Luxury,Medium
3 Series,2011,Middle East,Blue,Petrol,Automatic,2.6,84582,102823,255,Low,26219865,13,Luxury,Medium
X6,2011,Middle East,Silver,Diesel,Automatic,2.5,168460,54234,9535,High,517121190,13,Mid-Range,Very High
X1,2018,South America,Blue,Petrol,Manual,2.8,18936,45577,2919,Low,133039263,6,Mid-Range,Low
X5,2020,South America,Grey,Electric,Manual,4.9,7246,91190,4590,Low,418562100,4,Premium,Low
X3,2010,North America,White,Hybrid,Manual,4.2,187355,47228,9494,High,448382632,14,Mid-Range,Very High
7 Series,2010,Europe,Black,Hybrid,Automatic,2.2,15734,102799,4896,Low,503303904,14,Luxury,Low
X6,2019,South America,Black,Hybrid,Automatic,4.1,42944,79523,2161,Low,171849203,5,Premium,Low
I3,2010,Asia,Grey,Diesel,Manual,4.2,148680,93895,6649,Low,624307855,14,Premium,High
7 Series,2023,Middle East,Blue,Petrol,Automatic,4.8,81341,43776,5788,Low,253375488,1,Mid-Range,Medium
X3,2012,Asia,Black,Petrol,Automatic,4.6,103601,55190,6564,Low,362267160,12,Mid-Range,High
X3,2011,Middle East,White,Diesel,Automatic,1.8,61849,100337,7534,High,755938958,13,Luxury,Medium
M5,2012,North America,Silver,Petrol,Automatic,3.1,42904,105679,5340,Low,564325860,12,Luxury,Low
7 Series,2023,Middle East,Grey,Petrol,Manual,4.0,162249,104623,8689,High,909069247,1,Luxury,Very High
I8,2014,Middle East,Blue,Petrol,Automatic,4.9,146847,91102,1158,Low,105496116,10,Premium,High
X3,2018,Africa,Red,Electric,Automatic,1.8,121083,96936,1510,Low,146373360,6,Premium,High
3 Series,2011,North America,Black,Hybrid,Manual,2.8,108964,39113,5656,Low,221223128,13,Mid-Range,High
X5,2021,South America,Blue,Hybrid,Automatic,3.2,194273,49433,4297,Low,212413601,3,Mid-Range,Very High
X1,2020,South America,Grey,Electric,Automatic,2.9,173544,81537,5505,Low,448861185,4,Premium,Very High
I3,2024,Middle East,Black,Petrol,Automatic,3.1,192686,41908,7302,High,306012216,0,Mid-Range,Very High
I8,2023,Europe,Silver,Petrol,Automatic,2.8,60204,41700,2969,Low,123807300,1,Mid-Range,Medium
X5,2010,Asia,White,Petrol,Automatic,4.9,144572,91602,3106,Low,284515812,14,Premium,High
3 Series,2020,North America,Grey,Hybrid,Automatic,4.3,190790,58960,3335,Low,196631600,4,Mid-Range,Very High
X1,2015,North America,Red,Electric,Manual,4.1,169526,105987,7976,High,845352312,9,Luxury,Very High
X6,2012,Middle East,White,Electric,Manual,2.9,26272,97562,9587,High,935326894,12,Premium,Low
M5,2022,Middle East,Red,Petrol,Automatic,4.6,138212,82065,3181,Low,261048765,2,Premium,High
7 Series,2016,Asia,Blue,Diesel,Automatic,1.8,108659,106729,5388,Low,575055852,8,Luxury,High
7 Series,2015,Africa,Black,Petrol,Manual,2.0,10916,65041,3733,Low,242798053,9,Premium,Low
X1,2020,North America,Silver,Diesel,Automatic,4.8,89558,66764,3475,Low,232004900,4,Premium,Medium
M3,2016,South America,Black,Hybrid,Manual,3.5,103285,74305,554,Low,41164970,8,Premium,High
X3,2022,Middle East,Red,Petrol,Manual,2.1,162494,100309,9174,High,920234766,2,Luxury,Very High
5 Series,2022,Africa,White,Petrol,Manual,4.8,62550,107144,6358,Low,681221552,2,Luxury,Medium
M3,2014,North America,White,Hybrid,Manual,4.9,45843,100890,8955,High,903469950,10,Luxury,Low
I8,2010,South America,Silver,Hybrid,Automatic,4.6,14224,69067,686,Low,47379962,14,Premium,Low
7 Series,2023,North America,Red,Electric,Manual,2.3,116774,61040,6953,Low,424411120,1,Premium,High
X5,2012,Africa,Grey,Petrol,Automatic,2.5,95870,115699,3458,Low,400087142,12,Luxury,Medium
M5,2012,South America,Blue,Hybrid,Automatic,2.9,37392,119359,1917,Low,228811203,12,Luxury,Low
I8,2016,Middle East,Grey,Petrol,Automatic,3.5,5301,47798,2158,Low,103148084,8,Mid-Range,Low
7 Series,2024,Africa,Red,Hybrid,Automatic,5.0,188892,100349,5026,Low,504354074,0,Luxury,Very High
3 Series,2023,Africa,Silver,Diesel,Automatic,4.8,39321,46763,9371,High,438216073,1,Mid-Range,Low
X1,2022,South America,White,Diesel,Manual,4.7,11692,97251,5250,Low,510567750,2,Premium,Low
M3,2012,North America,Grey,Petrol,Manual,1.8,96178,31665,4661,Low,147590565,12,Mid-Range,Medium
3 Series,2020,Europe,White,Electric,Automatic,4.2,159714,53954,5387,Low,290650198,4,Mid-Range,Very High
I8,2014,Europe,Blue,Petrol,Automatic,4.6,126985,111918,4409,Low,493446462,10,Luxury,High
X5,2013,Europe,Grey,Hybrid,Automatic,2.7,136204,89404,9716,High,868649264,11,Premium,High
X1,2013,Africa,Silver,Hybrid,Automatic,2.3,59302,73501,1935,Low,142224435,11,Premium,Medium
X3,2022,Middle East,Blue,Hybrid,Automatic,4.1,159000,77228,6589,Low,508855292,2,Premium,Very High
5 Series,2016,Middle East,Blue,Hybrid,Manual,1.8,22897,63866,6591,Low,420940806,8,Premium,Low
X3,2010,North America,White,Petrol,Automatic,4.8,70692,94162,9902,High,932392124,14,Premium,Medium
X5,2016,Europe,Silver,Diesel,Automatic,2.0,39861,73091,2653,Low,193910423,8,Premium,Low
5 Series,2024,Asia,Grey,Diesel,Automatic,3.1,183615,108620,2768,Low,300660160,0,Luxury,Very High
M5,2017,Asia,Silver,Electric,Automatic,4.9,5695,69903,5667,Low,396140301,7,Premium,Low
X5,2012,Europe,Black,Electric,Automatic,5.0,82202,87676,6634,Low,581642584,12,Premium,Medium
M3,2024,Middle East,Black,Hybrid,Automatic,4.2,48717,113957,8367,High,953478219,0,Luxury,Low
M5,2012,Middle East,Blue,Electric,Manual,4.4,21882,66582,7716,High,513746712,12,Premium,Low
I3,2013,Africa,Silver,Hybrid,Manual,4.9,138138,86252,2256,Low,194584512,11,Premium,High
5 Series,2024,Asia,Blue,Hybrid,Automatic,4.7,144853,38363,9204,High,353093052,0,Mid-Range,High
X3,2022,Asia,Grey,Petrol,Manual,3.7,19555,84363,1967,Low,165942021,2,Premium,Low
I8,2015,Middle East,Silver,Hybrid,Manual,4.1,189702,101308,2902,Low,293995816,9,Luxury,Very High
X1,2023,Middle East,Blue,Hybrid,Automatic,3.6,182725,77684,106,Low,8234504,1,Premium,Very High
X5,2016,South America,White,Diesel,Automatic,3.3,39582,94728,7867,High,745225176,8,Premium,Low
X5,2010,South America,Silver,Hybrid,Manual,4.6,76230,107939,4631,Low,499865509,14,Luxury,Medium
X5,2024,Asia,Silver,Diesel,Automatic,4.1,178956,70792,6162,Low,436220304,0,Premium,Very High
5 Series,2022,Middle East,Silver,Petrol,Manual,4.5,119152,68440,7729,High,528972760,2,Premium,High
X3,2013,Europe,Blue,Petrol,Automatic,1.8,163605,114534,1946,Low,222883164,11,Luxury,Very High
X3,2021,North America,Blue,Electric,Automatic,3.5,36878,36457,726,Low,26467782,3,Mid-Range,Low
7 Series,2016,North America,Blue,Hybrid,Manual,2.7,59306,119960,4243,Low,508990280,8,Luxury,Medium
7 Series,2020,Middle East,Blue,Diesel,Automatic,3.3,52682,101139,4588,Low,464025732,4,Luxury,Medium
X3,2011,Middle East,White,Petrol,Automatic,3.6,89172,67021,9634,High,645680314,13,Premium,Medium
X1,2010,Asia,Black,Electric,Manual,4.5,67712,111707,9975,High,1114277325,14,Luxury,Medium
X1,2010,Europe,Red,Petrol,Manual,1.6,173866,110174,8669,High,955098406,14,Luxury,Very High
M5,2019,Asia,Grey,Hybrid,Manual,2.1,135638,94996,3960,Low,376184160,5,Premium,High
5 Series,2023,Africa,Blue,Hybrid,Automatic,4.7,93180,75750,4015,Low,304136250,1,Premium,Medium
X3,2023,Europe,Black,Petrol,Manual,4.9,25372,63793,4015,Low,256128895,1,Premium,Low
X6,2015,Africa,Silver,Petrol,Automatic,1.7,53885,100215,5810,Low,582249150,9,Luxury,Medium
X3,2021,Asia,Black,Electric,Automatic,2.7,49499,39946,9842,High,393148532,3,Mid-Range,Low
I8,2014,Middle East,Red,Diesel,Automatic,1.5,126841,100470,9017,High,905937990,10,Luxury,High
X6,2010,Middle East,White,Petrol,Automatic,4.2,30374,84247,7077,High,596216019,14,Premium,Low
M5,2019,Asia,Blue,Hybrid,Automatic,3.9,54279,88334,7386,High,652434924,5,Premium,Medium
5 Series,2012,Africa,Grey,Petrol,Automatic,3.5,117811,114356,2971,Low,339751676,12,Luxury,High
7 Series,2024,Africa,White,Diesel,Manual,3.9,153122,116307,7133,High,829617831,0,Luxury,Very High
X6,2020,Asia,Black,Diesel,Automatic,3.4,189163,79447,9026,High,717088622,4,Premium,Very High
5 Series,2016,South America,Blue,Hybrid,Manual,2.3,36758,57702,2397,Low,138311694,8,Mid-Range,Low
X5,2021,North America,Black,Petrol,Automatic,4.1,57553,67993,3929,Low,267144497,3,Premium,Medium
X1,2018,South America,Black,Electric,Manual,4.2,128179,30277,9873,High,298924821,6,Mid-Range,High
7 Series,2022,South America,Red,Petrol,Manual,4.5,155007,53262,6994,Low,372514428,2,Mid-Range,Very High
X6,2018,Europe,White,Petrol,Manual,4.8,92883,65301,6837,Low,446462937,6,Premium,Medium
X1,2024,Africa,Red,Electric,Manual,4.1,95879,68499,7813,High,535182687,0,Premium,Medium
I3,2015,Europe,Black,Petrol,Automatic,1.7,94369,114276,7314,High,835814664,9,Luxury,Medium
7 Series,2012,Africa,Silver,Electric,Automatic,1.6,147922,115787,7045,High,815719415,12,Luxury,High
I3,2010,Europe,Black,Petrol,Manual,4.1,143343,34618,9367,High,324266806,14,Mid-Range,High
5 Series,2012,Europe,Blue,Petrol,Manual,1.7,52944,42477,2375,Low,100882875,12,Mid-Range,Medium
X3,2019,Middle East,Silver,Petrol,Manual,2.6,107447,118095,7649,High,903308655,5,Luxury,High
X1,2011,Africa,Blue,Diesel,Automatic,2.0,125297,37967,9031,High,342879977,13,Mid-Range,High
M3,2020,North America,Red,Electric,Automatic,4.9,104127,115456,5637,Low,650825472,4,Luxury,High
I8,2014,Europe,Black,Electric,Automatic,2.6,78170,96390,8883,High,856232370,10,Premium,Medium
X1,2017,Middle East,Red,Electric,Manual,1.7,46673,56614,7521,High,425793894,7,Mid-Range,Low
X1,2014,South America,Red,Petrol,Automatic,4.8,84608,67203,2205,Low,148182615,10,Premium,Medium
M5,2010,North America,Black,Electric,Automatic,3.6,132691,72226,4126,Low,298004476,14,Premium,High
X6,2012,Middle East,White,Petrol,Automatic,1.6,119363,113025,8260,High,933586500,12,Luxury,High
M3,2021,South America,Black,Petrol,Manual,4.4,4263,71522,7168,High,512669696,3,Premium,Low
M5,2014,South America,Blue,Electric,Manual,2.0,143260,63968,2460,Low,157361280,10,Premium,High
M5,2016,Middle East,Grey,Petrol,Manual,4.3,100740,53164,2245,Low,119353180,8,Mid-Range,High
X3,2014,Middle East,Blue,Petrol,Manual,3.6,63651,59361,1194,Low,70877034,10,Mid-Range,Medium
I8,2023,Africa,Silver,Hybrid,Automatic,2.1,198552,112490,3327,Low,374254230,1,Luxury,Very High
X5,2019,Middle East,Silver,Electric,Manual,4.1,153594,112700,3032,Low,341706400,5,Luxury,Very High
M5,2014,Middle East,White,Diesel,Automatic,3.1,106181,104826,7341,High,769527666,10,Luxury,High
I8,2016,Middle East,Red,Electric,Automatic,3.7,149371,75737,2284,Low,172983308,8,Premium,High
X3,2022,Africa,White,Petrol,Automatic,4.5,18892,58254,4466,Low,260162364,2,Mid-Range,Low
X6,2024,Africa,Grey,Petrol,Manual,2.4,33360,48153,2584,Low,124427352,0,Mid-Range,Low
X3,2017,Europe,Grey,Electric,Automatic,2.8,108701,67010,3256,Low,218184560,7,Premium,High
X5,2023,Asia,Red,Diesel,Automatic,5.0,69625,38401,4236,Low,162666636,1,Mid-Range,Medium
7 Series,2017,Africa,Silver,Electric,Automatic,3.3,43467,86431,5709,Low,493434579,7,Premium,Low
7 Series,2016,Europe,Blue,Diesel,Manual,3.5,174615,61976,9278,High,575013328,8,Premium,Very High
X6,2022,Asia,White,Hybrid,Automatic,2.5,59294,94630,8019,High,758837970,2,Premium,Medium
X3,2023,Africa,Grey,Diesel,Automatic,3.0,65424,65514,7824,High,512581536,1,Premium,Medium
I3,2012,Asia,Silver,Hybrid,Manual,3.3,25530,59471,6466,Low,384539486,12,Mid-Range,Low
I8,2020,Africa,White,Diesel,Automatic,2.4,10430,70154,3145,Low,220634330,4,Premium,Low
3 Series,2011,Africa,Silver,Petrol,Automatic,2.3,32135,69842,496,Low,34641632,13,Premium,Low
I3,2010,Asia,Blue,Petrol,Automatic,3.6,127128,50486,3572,Low,180335992,14,Mid-Range,High
I3,2015,Europe,Blue,Electric,Manual,2.1,132490,68421,5932,Low,405873372,9,Premium,High
M5,2022,Middle East,Black,Diesel,Manual,3.4,186329,96777,5260,Low,509047020,2,Premium,Very High
I8,2018,Africa,White,Petrol,Automatic,4.0,78745,35294,5063,Low,178693522,6,Mid-Range,Medium
X1,2012,North America,Black,Electric,Automatic,2.2,86941,30510,1750,Low,53392500,12,Mid-Range,Medium
X5,2014,Europe,Red,Diesel,Manual,4.1,65213,94874,802,Low,76088948,10,Premium,Medium
I3,2018,Middle East,Grey,Petrol,Manual,2.8,169456,33699,6617,Low,222986283,6,Mid-Range,Very High
5 Series,2023,Africa,Blue,Diesel,Automatic,5.0,140937,72953,956,Low,69743068,1,Premium,High
X6,2023,North America,White,Electric,Manual,4.9,5081,69193,8531,High,590285483,1,Premium,Low
I8,2018,Asia,Blue,Petrol,Automatic,4.3,50883,94455,553,Low,52233615,6,Premium,Medium
3 Series,2016,Africa,Red,Petrol,Automatic,2.7,138084,78772,2068,Low,162900496,8,Premium,High
X6,2023,Europe,White,Electric,Manual,4.8,185461,32807,462,Low,15156834,1,Mid-Range,Very High
X6,2013,North America,Black,Petrol,Automatic,5.0,19471,67475,9676,High,652888100,11,Premium,Low
M3,2020,Asia,Grey,Petrol,Automatic,3.1,84300,97749,134,Low,13098366,4,Premium,Medium
I8,2011,North America,Blue,Petrol,Automatic,3.7,29441,101579,4824,Low,490017096,13,Luxury,Low
3 Series,2011,South America,Grey,Diesel,Manual,1.5,168721,81834,4547,Low,372099198,13,Premium,Very High
7 Series,2013,Middle East,Black,Hybrid,Manual,1.7,87002,82902,8523,High,706573746,11,Premium,Medium
I3,2010,Middle East,Grey,Hybrid,Manual,3.3,147748,94765,4759,Low,450986635,14,Premium,High
I8,2023,South America,Black,Petrol,Automatic,3.6,28388,107365,1148,Low,123255020,1,Luxury,Low
7 Series,2013,Africa,Black,Electric,Manual,2.6,129328,118836,3786,Low,449913096,11,Luxury,High
M3,2021,North America,White,Electric,Manual,1.8,109320,93878,643,Low,60363554,3,Premium,High
5 Series,2023,Asia,Grey,Diesel,Manual,4.2,66205,53927,869,Low,46862563,1,Mid-Range,Medium
X5,2020,Middle East,Blue,Hybrid,Automatic,3.0,136758,65414,4000,Low,261656000,4,Premium,High
X3,2015,Middle East,Black,Petrol,Manual,3.8,4881,41055,7002,High,287467110,9,Mid-Range,Low
I8,2015,Middle East,Grey,Diesel,Manual,3.8,116903,69851,6568,Low,458781368,9,Premium,High
7 Series,2016,Europe,Silver,Diesel,Manual,3.4,190571,70282,9212,High,647437784,8,Premium,Very High
X1,2014,South America,Red,Hybrid,Manual,2.1,135973,115799,9887,High,1144904713,10,Luxury,High
M5,2018,Europe,Silver,Diesel,Automatic,3.7,181260,108668,4273,Low,464338364,6,Luxury,Very High
7 Series,2011,North America,Grey,Electric,Manual,2.6,154649,44986,5085,Low,228753810,13,Mid-Range,Very High
I3,2011,North America,Grey,Petrol,Manual,4.4,22582,56624,8473,High,479775152,13,Mid-Range,Low
M5,2013,Asia,White,Diesel,Manual,2.2,144639,118396,8055,High,953679780,11,Luxury,High
5 Series,2024,North America,Blue,Electric,Manual,2.5,184310,38245,2371,Low,90678895,0,Mid-Range,Very High
X3,2013,Africa,Red,Electric,Manual,3.0,172351,71855,6897,Low,495583935,11,Premium,Very High
M3,2013,Middle East,Grey,Diesel,Automatic,4.1,161631,94689,5181,Low,490583709,11,Premium,Very High
7 Series,2010,Middle East,White,Diesel,Automatic,4.0,199128,90487,2472,Low,223683864,14,Premium,Very High
M5,2013,Middle East,Red,Petrol,Automatic,2.7,126932,75409,8337,High,628684833,11,Premium,High
7 Series,2021,Middle East,Silver,Hybrid,Manual,3.3,140318,35438,1000,Low,35438000,3,Mid-Range,High
X1,2014,Africa,Silver,Electric,Manual,2.3,180365,87890,5502,Low,483570780,10,Premium,Very High
M3,2018,Africa,Blue,Hybrid,Manual,4.2,98360,101177,5366,Low,542915782,6,Luxury,Medium
7 Series,2012,Africa,Red,Hybrid,Automatic,2.2,49367,78162,7964,High,622482168,12,Premium,Low
7 Series,2024,Africa,Blue,Hybrid,Manual,4.4,10061,102881,2887,Low,297017447,0,Luxury,Low
I3,2012,Africa,Grey,Electric,Manual,4.8,90187,55588,9199,High,511354012,12,Mid-Range,Medium
5 Series,2023,Middle East,Blue,Diesel,Automatic,5.0,155407,43228,1395,Low,60303060,1,Mid-Range,Very High
M3,2014,Middle East,Red,Electric,Manual,4.5,197598,73561,2518,Low,185226598,10,Premium,Very High
X6,2019,Asia,Red,Petrol,Manual,2.3,26801,111123,359,Low,39893157,5,Luxury,Low
7 Series,2015,Africa,Silver,Petrol,Manual,3.0,177250,38062,8136,High,309672432,9,Mid-Range,Very High
I8,2012,Middle East,Grey,Petrol,Manual,1.8,26512,70693,6747,Low,476965671,12,Premium,Low
X3,2010,Europe,White,Hybrid,Manual,2.1,155814,32583,1918,Low,62494194,14,Mid-Range,Very High
I8,2019,Middle East,Blue,Hybrid,Manual,1.7,69079,68760,5672,Low,390006720,5,Premium,Medium
M3,2017,South America,Grey,Hybrid,Manual,3.7,12969,87136,7833,High,682536288,7,Premium,Low
5 Series,2021,Africa,Red,Petrol,Manual,3.4,99958,40871,7074,High,289121454,3,Mid-Range,Medium
5 Series,2010,Africa,White,Diesel,Automatic,4.7,33753,110812,3311,Low,366898532,14,Luxury,Low
X6,2011,Europe,Grey,Hybrid,Automatic,3.1,123670,76790,8091,High,621307890,13,Premium,High
5 Series,2012,Asia,Silver,Petrol,Automatic,3.7,113092,93913,6635,Low,623112755,12,Premium,High
M3,2015,Middle East,Red,Diesel,Automatic,2.9,145343,78810,2272,Low,179056320,9,Premium,High
I3,2013,Asia,Red,Diesel,Manual,4.4,188257,61988,5126,Low,317750488,11,Premium,Very High
M5,2013,Africa,Red,Diesel,Automatic,4.7,194695,98514,2139,Low,210721446,11,Premium,Very High
X1,2024,North America,Red,Electric,Automatic,3.0,38439,73724,8014,High,590824136,0,Premium,Low
M5,2018,Africa,White,Electric,Automatic,1.8,159630,61463,9068,High,557346484,6,Premium,Very High
7 Series,2015,South America,Red,Petrol,Manual,2.1,47065,55449,3523,Low,195346827,9,Mid-Range,Low
X6,2021,Europe,Grey,Electric,Automatic,4.0,82648,52453,4304,Low,225757712,3,Mid-Range,Medium
I8,2011,Africa,Silver,Hybrid,Manual,2.6,88145,84233,9596,High,808299868,13,Premium,Medium
5 Series,2016,South America,Red,Hybrid,Automatic,4.2,160651,119265,4394,Low,524050410,8,Luxury,Very High
X1,2024,Middle East,Grey,Petrol,Manual,4.1,165775,41140,5219,Low,214709660,0,Mid-Range,Very High
5 Series,2022,Asia,Blue,Diesel,Automatic,3.9,76827,103201,9274,High,957086074,2,Luxury,Medium
X5,2012,Africa,Grey,Electric,Automatic,4.3,102587,107183,281,Low,30118423,12,Luxury,High
X1,2018,North America,Silver,Electric,Manual,4.1,134043,84572,3473,Low,293718556,6,Premium,High
I3,2015,North America,Blue,Petrol,Automatic,3.7,78231,80174,5759,Low,461722066,9,Premium,Medium
X1,2017,Africa,Silver,Petrol,Manual,1.5,127845,114490,2783,Low,318625670,7,Luxury,High
I3,2022,Asia,White,Electric,Manual,3.3,162434,56749,8296,High,470789704,2,Mid-Range,Very High
M3,2022,Middle East,Silver,Electric,Manual,3.6,115350,111301,5690,Low,633302690,2,Luxury,High
3 Series,2010,Africa,Red,Hybrid,Automatic,4.9,8657,116187,4567,Low,530626029,14,Luxury,Low
X3,2011,North America,Silver,Hybrid,Automatic,3.8,114529,74592,4466,Low,333127872,13,Premium,High
